koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad
CONFIRMED,CANDIDATE,0,0,0,0,15.74958583,150.24579,0.637,4.6672,6.60E+02,2.77,777,86.18,42.6,6191,4.454,1.025
CONFIRMED,CANDIDATE,0,0,0,0,37.8145252,134.66424,0.845,9.109,4.13E+02,3.04,626,36.25,57.9,5988,4.278,1.314
CONFIRMED,CANDIDATE,0,0,0,0,12.64504291,138.63149,0.931,9.117,2.00E+02,1.55,741,71.28,32.7,5607,4.447,0.886
CONFIRMED,CANDIDATE,0,0,0,0,21.5262958,132.28787,0.804,8.392,1.90E+02,1.36,621,35.03,23.4,5607,4.447,0.886
CONFIRMED,CANDIDATE,0,0,0,0,33.8845825,159.98819,0.961,6.538,2.24E+02,1.74,533,19.13,17.2,5607,4.447,0.886
CONFIRMED,CANDIDATE,0,0,0,0,6.40087137,136.8824,0.861,2.5561,1.34E+02,1.91,1109,357.44,24.4,5426,4.107,1.421
CONFIRMED,CANDIDATE,0,0,0,0,30.1599411,138.51774,0.802,7.874,1.76E+02,4.54,836,115.69,32.3,5010,3.62,3.051
CONFIRMED,CANDIDATE,0,0,0,0,51.0771048,152.35694,0.498,11.233,1.42E+02,3.66,702,57.28,24.1,5010,3.62,3.051
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,4.2856756,134.4812,0.5445,4.059,3.14E+01,2.13,1790,2429.13,8.3,5055,3.443,3.733
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.388833611,133.9344039,0.799,5.62857,1.31E+04,10.66,877,139.94,1509.3,5845,4.558,0.838
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.698021895,136.32786,1.3,23.192,6.72E+03,52.51,1582,1481.76,647.1,6568,4.36,1.211
CONFIRMED,CANDIDATE,0,0,0,0,117.931108,219.704226,0.615,5.8796,8.51E+03,10.36,418,7.2,212.5,6392,4.425,1.072
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,4.887806806,354.539481,0.561,2.4078,4.68E+03,5.71,918,167.54,116.1,5284,4.523,0.812
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,11.97360504,144.779315,1.3,4.3117,3.82E+03,38.2,820,106.83,172.9,6146,4.497,0.943
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,1.231364189,133.036618,0.995,5.8574,1.10E+03,5.39,1707,2005.15,229.7,5897,4.429,0.891
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,2.102416517,134.394943,1.236,1.7684,1.50E+03,29.29,1435,1003.06,94.3,5999,4.494,0.959
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,11.7031093,133.721698,1.279,2.0467,4.20E+03,37.3,811,102.47,126.6,6014,4.494,0.958
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,13.73808249,134.43787,0.957,3.354,6.61E+02,3.84,912,163.52,68.4,6375,4.292,1.178
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,16.66216657,142.186468,7.444,3.8762,2.74E+04,843.45,834,114.41,114.5,6440,4.38,1.169
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,0.752159702,134.047229,1.272,2.3621,3.43E+03,43.73,2224,5767.22,291.1,5916,4.296,1.175
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,4.81886153,358.16338,0.924,6.223,1.32E+03,2.96,803,98.29,86.3,5030,4.658,0.651
CONFIRMED,CANDIDATE,0,0,0,0,125.8654019,236.659731,0.101,9.0191,1.24E+04,12.37,394,5.71,544.7,5933,4.342,1.115
CONFIRMED,CANDIDATE,0,0,0,0,34.5439452,132.68453,0.87,3.482,4.30E+02,2.67,607,32.02,23.4,5933,4.342,1.115
CONFIRMED,CANDIDATE,0,0,0,0,10.74241765,133.2867,0.034,6.0633,4.15E+02,3.06,1008,243.94,95.4,5761,4.091,1.518
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.02378908,136.23411,0.715,3.237,3.21E+01,2.24,2504,9293.19,36.1,7516,3.651,3.685
FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,0.312941621,133.810501,1.1789,2.0646,3.53E+04,58.02,3151,23300.36,413.9,6286,4.312,1.188
CONFIRMED,FALSE POSITIVE,0,1,0,0,2.495780169,135.336948,0.133,4.2721,2.51E+04,15.75,1408,929.47,171.4,6039,4.426,0.992
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,8.428090255,358.303469,6.787,1.881,1.14E+04,517.43,817,105.54,183,5761,4.573,0.805
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,8.344104633,361.839209,10.047,1.8014,9.70E+03,836.31,785,89.55,89.7,5447,4.559,0.838
CANDIDATE,CANDIDATE,0,0,0,0,1.714274727,133.3158074,1.182,2.06728,2.85E+04,25,827,110.02,987.2,3874,4.715,0.535
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,137.759605,173.16476,0.776,9.1713,8.33E+04,49.52,396,5.81,885.9,5323,4.085,1.452
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.155278342,133.576109,0.926,2.1064,2.07E+04,16.89,1272,620.67,142.7,5665,4.568,0.82
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.661326482,135.26995,0.812,2.5714,1.78E+04,12.07,1023,258.6,424.6,5319,4.501,0.798
CONFIRMED,CANDIDATE,0,0,0,0,4.75400072,128.547155,0.672,2.5394,7.49E+02,2,775,85.23,141.4,4728,4.628,0.693
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.76973817,133.2965754,,2.5,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,165.739861,214.039466,0.263,24.9393,7.34E+03,57.54,692,54.1,527.8,5019,2.99,6.836
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,9.08937826,139.08364,0.982,6.255,7.80E+02,5.35,1104,351.45,72.7,6739,4.332,1.275
CONFIRMED,CANDIDATE,0,0,0,0,3.234699282,121.4865708,0.079,3.59385,1.06E+04,13.06,1356,797.62,3003.8,5640,4.236,1.291
CONFIRMED,CANDIDATE,0,0,0,0,31.99552485,154.160745,0.69,4.2817,1.38E+03,4.12,582,27.17,128,5657,4.364,1.046
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.577800747,133.307724,1.332,2.1626,6.98E+02,31.24,1513,1236.23,79.6,6089,4.566,0.802
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.380862632,135.3252117,0.664,4.20416,3.26E+04,21.65,1480,1133,2590.6,5821,4.297,1.129
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.752567456,134.47196,1.218,5.4993,6.07E+02,26.56,1502,1202.54,92.2,5739,4.433,0.996
CONFIRMED,CANDIDATE,0,0,0,0,51.92920654,151.93321,0.398,5.2637,3.43E+03,8.49,574,25.6,81.8,5671,4.128,1.442
CANDIDATE,CANDIDATE,0,0,0,0,384.0257068,335.816169,,14.56,,,,,,,,
CANDIDATE,CANDIDATE,0,0,0,0,3.014330766,357.37948,0.01,2.4747,9.75E+02,2.87,1124,377.79,57.3,5209,4.446,0.953
CONFIRMED,CANDIDATE,0,0,0,0,5.644914154,356.73699,0.445,2.2599,1.40E+03,2.66,744,72.38,63.9,4769,4.622,0.714
CONFIRMED,CANDIDATE,0,0,0,0,3.105507835,133.210427,0.799,1.7458,9.05E+02,2.68,980,217.91,178.6,4989,4.585,0.791
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,1.336109338,178.258786,1.28,1.7419,2.20E+03,35.19,1727,2106.49,150,6119,4.46,0.967
CANDIDATE,CANDIDATE,0,0,0,0,13.35151248,363.086742,0.573,3.6045,3.31E+03,4.44,585,27.77,107.9,4843,4.562,0.754
CANDIDATE,CANDIDATE,0,0,0,0,1693.663623,524.27995,0.5283,22.604,9.52E+03,10.23,157,0.14,122.8,5923,4.445,1.021
CONFIRMED,CANDIDATE,0,0,0,0,5.841636615,135.92315,0.026,1.8734,1.34E+03,1.38,446,9.38,41.1,3526,4.866,0.383
CONFIRMED,CANDIDATE,0,0,0,0,19.85029495,133.64933,0.217,2.8407,1.61E+03,1.52,297,1.83,34.4,3526,4.866,0.383
CONFIRMED,CANDIDATE,0,0,0,0,15.27443889,147.57983,0.153,6.0765,2.07E+02,2.17,896,152.62,40.3,5761,4.091,1.518
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,22.34293693,155.08552,0.001,7.0813,2.69E+03,2.92,399,6.01,35.3,4260,4.663,0.58
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,119.4081716,232.649303,0.915,9.3537,1.86E+04,16.26,328,2.72,508.4,5316,4.477,0.872
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,1.171536413,178.597581,0.973,1.5878,1.13E+03,7.12,2387,7673.2,67,7021,4.275,1.485
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.973547911,133.49742,1.097,2.2858,4.36E+02,11.52,1814,2556.6,38.7,6084,4.542,0.863
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,3.053563251,133.88354,1.208,3.2551,5.08E+02,21.79,1171,444.16,50.4,5764,4.548,0.863
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.031096352,133.93938,0.979,2.781,2.65E+02,2.36,2020,3954.46,37.8,6371,4.426,1.072
CONFIRMED,CANDIDATE,0,0,0,0,11.00817635,143.22611,0.025,2.013,1.46E+03,2.15,488,13.39,42.1,4141,4.684,0.582
CONFIRMED,CANDIDATE,0,0,0,0,92.7495777,173.27975,0.019,5.506,1.11E+03,1.87,240,0.78,18,4141,4.684,0.582
CONFIRMED,CANDIDATE,0,0,0,0,52.5008645,171.52114,0.11,14.9066,9.47E+02,12.41,812,102.94,116.2,4976,3.331,4.157
CONFIRMED,CANDIDATE,0,0,0,0,0.63133171,133.94488,0.726,1.1487,4.35E+02,1.2,1322,726.72,95.8,4441,4.71,0.53
CONFIRMED,CANDIDATE,0,0,0,0,12.69905011,184.9868,0.663,2.9899,7.97E+02,2.62,686,52.55,30.4,5291,4.489,0.882
CONFIRMED,CANDIDATE,0,0,0,0,8.74292005,358.59286,0.025,2.6277,7.80E+02,1.92,643,40.33,30.7,4769,4.622,0.714
CONFIRMED,CANDIDATE,0,0,0,0,3.64830183,355.39128,0.063,1.9985,3.72E+02,1.33,860,129.44,19.9,4769,4.622,0.714
CONFIRMED,CANDIDATE,0,0,0,0,2.345863002,354.11185,0.035,1.6795,3.17E+02,1.23,997,233.38,19.6,4769,4.622,0.714
CONFIRMED,CANDIDATE,0,0,0,0,37.1011418,370.4803,0.41,5.5556,1.36E+03,3.19,532,18.95,55.2,5986,4.527,0.85
CANDIDATE,CANDIDATE,0,0,0,0,104.8205868,374.83154,0.918,4.4794,3.92E+03,6.45,376,4.74,76.6,5986,4.527,0.85
CONFIRMED,CANDIDATE,0,0,0,0,10.8644095,131.12833,0.763,1.853,7.49E+02,1.14,363,4.09,16.8,3526,4.866,0.383
CONFIRMED,CANDIDATE,0,0,0,0,124.4197175,150.59616,0.017,3.7197,4.11E+03,10.3,416,7.07,39.9,5066,3.974,1.659
CONFIRMED,CANDIDATE,0,0,0,0,1.219568047,133.460233,0.067,1.5681,4.95E+02,1.51,1252,578.96,65.9,4838,4.625,0.701
CONFIRMED,CANDIDATE,0,0,0,0,2.05388477,133.73432,0.282,2.1635,5.47E+02,2.74,1523,1271.11,50,5632,4.282,1.176
CONFIRMED,CANDIDATE,0,0,0,0,38.86848956,171.30369,0.028,6.0573,1.00E+03,2.81,509,15.89,73.4,5618,4.46,0.897
CONFIRMED,CANDIDATE,0,0,0,0,35.7353616,151.1133,0.878,8.491,7.79E+02,5.47,774,84.66,58.4,6366,4.045,1.697
CONFIRMED,CANDIDATE,0,0,0,0,12.30971679,137.68401,0.847,6.74,3.96E+02,3.82,1104,350.46,45.9,6366,4.045,1.697
CONFIRMED,CANDIDATE,0,0,0,0,54.4205407,148.70471,0.9414,8.559,5.98E+02,3.2,574,25.6,44.9,6781,4.422,1.067
FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,30.00908916,139.70643,,3.15,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,14.32407216,364.39537,1.292,4.6577,2.05E+03,38.86,782,88.38,58,6022,4.453,1.039
CONFIRMED,CANDIDATE,0,0,0,0,27.07237655,139.1127,0.015,6.9592,5.14E+02,2.18,605,31.58,44,5936,4.501,0.965
CONFIRMED,CANDIDATE,0,0,0,0,37.5142128,189.30015,0.366,5.303,9.35E+02,2.68,478,12.38,28.9,5291,4.489,0.882
CONFIRMED,CANDIDATE,0,0,0,0,55.6391882,187.55044,0.811,7.316,8.53E+02,3.13,478,12.33,48.3,5949,4.493,0.962
CONFIRMED,CANDIDATE,0,0,0,0,46.6856205,225.04604,0.217,6.3794,5.89E+02,2.52,513,16.41,59,5657,4.364,1.046
CANDIDATE,CANDIDATE,0,0,0,0,34.2966363,143.66728,0.711,19.718,6.97E+02,3.29,584,27.6,66.7,5490,4.263,1.167
CONFIRMED,CANDIDATE,0,0,0,0,4.59726613,136.47837,0.033,2.909,3.13E+02,1.69,1105,352.4,17,5999,4.494,0.959
CONFIRMED,CANDIDATE,0,0,0,0,9.97716876,137.2361,0.002,5.908,2.53E+02,2.53,1028,263.89,21.8,5557,4.037,1.616
CONFIRMED,CANDIDATE,0,0,0,0,3.02168007,133.47243,0.349,2.8264,1.72E+02,1.31,1332,744.35,32.9,6201,4.472,0.989
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,30.8825387,151.5295103,0.197,5.3737,2.40E+04,15.4,593,29.12,1266.2,6014,4.486,0.993
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,72.4914068,139.77857,0.989,3.612,1.06E+03,15.33,700,56.76,39.2,5754,3.639,2.758
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.93913074,135.05172,1.167,1.362,3.83E+02,24.03,1182,461.47,22,5956,4.324,1.17
CONFIRMED,CANDIDATE,0,0,0,0,2.240486703,137.82477,0.461,1.3988,4.36E+02,1.22,837,115.98,33.8,4198,4.689,0.574
CONFIRMED,CANDIDATE,0,0,0,0,105.0145774,228.94455,0.954,7.426,2.96E+02,2.29,406,6.44,33.9,5868,4.363,1.042
CONFIRMED,CANDIDATE,0,0,0,0,4.88084456,136.19585,0.227,2.5574,3.43E+02,1.55,879,141,32.6,4929,4.481,0.861
CONFIRMED,CANDIDATE,0,0,0,0,10.56137217,133.76396,0.963,3.2645,2.38E+02,2.43,867,133.56,21.7,5610,4.316,1.171
CONFIRMED,CANDIDATE,0,0,0,0,67.6690554,198.19427,0.354,9.556,9.61E+02,3.39,495,14.24,37.2,6127,4.356,1.08
CONFIRMED,CANDIDATE,0,0,0,0,3.949627144,134.61096,0.049,1.5485,8.07E+02,2.32,966,206.05,45.1,5155,4.523,0.836
CONFIRMED,CANDIDATE,0,0,0,0,16.00460392,140.47981,0.49,3.9475,8.32E+02,2.24,583,27.41,34.3,5180,4.597,0.769
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,3.55650737,133.51831,0.01,8.545,2.94E+02,3.05,1405,918.25,77.1,4951,3.876,1.843
CONFIRMED,CANDIDATE,0,0,0,0,3.148661555,356.93612,0.652,2.1978,5.51E+02,2.15,1097,342.76,35.3,5258,4.458,0.873
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,0.70544824,133.807063,1.2,2.9423,4.62E+02,20.03,1868,2899.07,118.2,5717,4.564,0.826
CONFIRMED,CANDIDATE,0,0,0,0,3.295701024,133.966333,0.267,1.8268,1.75E+03,2.81,875,138.38,114.7,4723,4.628,0.691
CONFIRMED,CANDIDATE,0,0,0,0,9.65349016,134.85555,0.149,2.9029,1.31E+03,2.41,611,32.98,63.1,4723,4.628,0.691
CONFIRMED,CANDIDATE,0,0,0,0,5.315954488,132.43002,0.718,1.1165,9.66E+02,2.33,746,73.19,37.7,4723,4.628,0.691
CONFIRMED,CANDIDATE,0,0,0,0,10.04556377,129.09371,0.075,3.2027,6.71E+02,2.19,766,81.61,66.5,5632,4.554,0.853
CONFIRMED,CANDIDATE,0,0,0,0,1.499144441,133.07022,0.331,1.4259,2.59E+02,1.09,1137,395.06,22.2,4723,4.628,0.691
CONFIRMED,CANDIDATE,0,0,0,0,5.082748362,133.21176,0.063,1.7732,2.77E+02,1.4,928,175.06,40.9,5430,4.555,0.858
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,5.00673576,134.54239,0.599,1.9398,1.91E+02,2,1324,726.94,26.6,6116,4.158,1.383
CONFIRMED,CANDIDATE,0,0,0,0,9.17617167,138.71393,0.107,4.2642,2.07E+02,1.66,960,200.99,34.3,5903,4.3,1.156
CONFIRMED,CANDIDATE,0,0,0,0,19.7383992,133.28544,0.732,4.894,1.68E+02,1.61,744,72.32,20.3,5903,4.3,1.156
CONFIRMED,CANDIDATE,0,0,0,0,41.6980186,169.57548,0.002,5.7047,4.41E+02,2.03,537,19.61,43.4,5997,4.466,0.971
CONFIRMED,CANDIDATE,0,0,0,0,59.6585348,168.08764,0.956,5.514,1.04E+03,3.59,393,5.66,21.2,5243,4.547,0.831
CONFIRMED,CANDIDATE,0,0,0,0,52.6298542,155.61064,0.311,6.118,6.76E+02,3.68,544,20.65,27.2,5339,4.096,1.433
CONFIRMED,CANDIDATE,0,0,0,0,10.29099413,137.0220594,0.049,4.28889,9.66E+03,13.43,996,233.08,1245.7,5803,4.134,1.373
CONFIRMED,CANDIDATE,0,0,0,0,14.8783945,142.96841,0.749,7.491,3.23E+02,1.63,692,54.19,22.9,5822,4.557,0.837
CONFIRMED,CANDIDATE,0,0,0,0,59.6222627,138.13805,0.873,6.888,9.93E+02,3.63,486,13.23,31.9,6108,4.471,0.997
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,4.9883873,358.23526,0.944,9.059,5.08E+02,3.28,1236,550.52,42.4,6418,4.395,1.171
CONFIRMED,CANDIDATE,0,0,0,0,8.19596647,136.68736,0.252,2.824,7.93E+02,2.04,672,48.2,20.2,4723,4.557,0.747
CONFIRMED,CANDIDATE,0,0,0,0,15.59466045,137.5636,0.266,5.0478,8.68E+02,2.74,718,62.88,49.2,5900,4.5,0.929
CONFIRMED,CANDIDATE,0,0,0,0,56.35407916,144.83768,0.835,3.4449,1.04E+03,2.59,352,3.63,59.4,4802,4.582,0.701
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,36.12895451,388.551318,1.474,2.2348,3.76E+03,53.72,546,21.05,66.3,5921,4.484,0.912
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,32.50456309,365.358295,0.927,2.4657,7.59E+03,10.68,591,28.8,148.1,6132,4.479,0.947
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,1.332560589,133.38311,0.009,4.2427,5.67E+02,1.4,1086,330.32,108.8,4489,4.662,0.609
CANDIDATE,CANDIDATE,0,0,0,0,31.56904354,158.29983,0.985,2.6364,4.23E+03,11.18,575,25.83,113.6,5654,4.387,0.998
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,9.08590495,182.08162,0.978,2.0718,2.12E+03,6.28,861,130.1,50.5,5931,4.479,0.866
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0.784512952,355.57263,1.234,2.4623,5.86E+02,25.48,1952,3432.93,44.4,5997,4.522,0.904
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.883778461,133.60599,0.605,1.6339,1.20E+02,1.09,1934,3316.4,31.7,5975,4.453,0.949
CONFIRMED,CANDIDATE,0,0,0,0,2.465024332,132.68122,0.548,1.262,3.07E+01,0.69,1561,1406.11,23.2,6139,4.291,1.194
CONFIRMED,CANDIDATE,0,0,0,0,15.86624787,141.08734,0.858,4.25,7.73E+01,1.31,879,141.18,28.4,6099,4.193,1.308
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,4.288515468,121.97268,1.283,2.2959,3.46E+03,76.51,1722,2081.57,292.1,6378,3.878,2.002
CONFIRMED,CANDIDATE,0,0,0,0,3.797018259,133.508776,0.321,2.2608,1.44E+04,10.07,982,219.64,1549,5167,4.527,0.848
CONFIRMED,CANDIDATE,0,0,0,0,1.340596782,132.24549,0.007,1.6484,1.08E+02,1.16,1783,2393.35,37.6,5992,4.385,1.125
CONFIRMED,CANDIDATE,0,0,0,0,17.42393582,148.82614,0.927,4.929,7.71E+02,3.29,722,64.13,33.2,6018,4.46,0.969
CONFIRMED,CANDIDATE,0,0,0,0,9.8786461,138.41159,0.019,1.8915,1.47E+03,1.6,393,5.65,49.2,3609,4.843,0.422
CONFIRMED,CANDIDATE,0,0,0,0,44.96407458,144.56002,0.11,4.981,8.12E+02,2,379,4.89,88,4827,4.615,0.729
CONFIRMED,CANDIDATE,0,0,0,0,49.7700907,159.98658,0.655,10.065,3.53E+03,5.12,455,10.16,109.8,5774,4.567,0.818
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,12.7319385,138.73144,1.278,4.4157,1.14E+04,70.11,1145,405.75,69.9,7238,4.221,1.568
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,0.520222869,178.14846,0.562,1.2216,2.70E+02,1.52,2145,5038.49,28.9,5776,4.527,0.889
CONFIRMED,CANDIDATE,0,0,0,0,5.83376197,138.74892,0.742,3.9988,5.33E+02,2.98,1143,403.49,36.6,6213,4.387,1.195
CONFIRMED,CANDIDATE,0,0,0,0,2.42150341,133.83517,0.55,2.965,1.72E+02,1.62,1532,1305.04,15.8,6213,4.387,1.195
CONFIRMED,CANDIDATE,0,0,0,0,14.16400071,140.58934,0.027,4.3031,7.28E+02,2.35,694,54.95,71.5,5440,4.438,0.885
CANDIDATE,CANDIDATE,0,0,0,0,0.840594032,131.74104,0.018,1.404,4.98E+01,0.62,1780,2368.31,11.6,5440,4.438,0.885
CONFIRMED,CANDIDATE,0,0,0,0,6.20920207,136.87938,0.272,2.637,1.02E+02,0.89,914,164.98,12.1,5440,4.438,0.885
CONFIRMED,CANDIDATE,0,0,0,0,5.48711441,356.0773,0.812,2.93,1.33E+03,3.24,836,115.29,51.9,5103,4.562,0.787
CONFIRMED,CANDIDATE,0,0,0,0,8.29084167,359.63666,0.929,3.613,1.03E+03,3.21,728,66.47,34.7,5103,4.562,0.787
CONFIRMED,CANDIDATE,0,0,0,0,3.20539622,354.63069,0.512,2.143,4.54E+02,1.7,1000,236.11,20.6,5103,4.562,0.787
CONFIRMED,CANDIDATE,0,0,0,0,16.73869035,359.41655,0.578,2.398,9.97E+02,2.56,576,26.06,20.4,5103,4.562,0.787
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.093938816,139.7178386,0.618,3.93144,2.50E+04,17.19,1137,395.38,1131.7,6197,4.449,1.035
CONFIRMED,CANDIDATE,0,0,0,0,13.93291548,139.41058,0.908,2.6239,1.32E+02,1.66,852,124.53,28.9,6026,4.321,1.207
CONFIRMED,CANDIDATE,0,0,0,0,2.36436762,132.25007,0.146,3.372,2.84E+01,0.82,1752,2228.09,12.4,6250,4.184,1.543
CANDIDATE,CANDIDATE,0,0,0,0,20.6654374,132.01229,0.05,3.172,1.00E+02,0.66,487,13.35,13.6,4830,4.605,0.676
CONFIRMED,CANDIDATE,0,0,0,0,20.31047472,146.82534,0.05,5.3357,1.65E+02,2.41,931,177.81,46.1,6065,3.97,1.877
CANDIDATE,CANDIDATE,0,0,0,0,69.8347983,168.78436,0.672,8.262,2.67E+02,3.51,765,80.97,46.8,7732,4.075,2.022
CONFIRMED,CANDIDATE,0,0,0,0,2.53475568,132.68024,0.878,4.5716,4.63E+02,2.02,1218,519.95,51.3,5662,4.532,0.806
CANDIDATE,CANDIDATE,0,0,0,0,2.59488443,132.75658,0.885,1.684,5.92E+02,2.36,1014,249.92,14.9,4748,4.526,0.797
CONFIRMED,CANDIDATE,0,0,0,0,43.3167427,136.57435,0.034,4.995,9.88E+02,2.42,459,10.47,27.1,5654,4.59,0.774
CANDIDATE,CANDIDATE,0,0,0,0,19.18109525,141.37097,0.007,2.424,8.65E+02,1.72,513,16.42,17.6,5214,4.673,0.587
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,37.59029855,157.350357,0.38,4.3855,1.99E+04,14.39,573,25.53,929,6147,4.463,1.003
CONFIRMED,CANDIDATE,0,0,0,0,31.0033072,143.29085,0.151,5.253,6.45E+02,2.72,616,34.03,22.1,6090,4.447,1.071
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,3.351556891,134.28439,0.129,2.4005,3.42E+02,1.64,1074,314.73,38.8,5185,4.442,0.911
CONFIRMED,CANDIDATE,0,0,0,0,2.617028373,134.03294,0.146,2.046,4.99E+02,1.57,996,233.23,30.8,4831,4.568,0.724
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.876406096,133.12761,0.302,1.531,4.34E+02,1.57,1192,476.68,37,5198,4.6,0.759
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,6.71425632,134.31646,0.965,3.339,2.84E+02,5.76,1565,1416.6,46.5,6093,3.737,2.623
CONFIRMED,CANDIDATE,0,0,0,0,150.2412582,138.29013,0.345,10.849,2.38E+03,4.6,327,2.72,72.3,5604,4.451,0.943
CONFIRMED,CANDIDATE,0,0,0,0,53.44944498,149.20185,0.092,5.3091,3.44E+03,5.82,486,13.23,119.5,5919,4.485,1
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,0.466743525,133.971123,1.186,1.3956,7.96E+02,20.43,2197,5480.92,103.6,5791,4.549,0.856
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.727177258,355.37033,0.676,2.081,3.47E+02,1.42,1250,576.55,17.1,5394,4.622,0.72
CONFIRMED,CANDIDATE,0,0,0,0,7.24022418,355.01243,0.507,2.9153,8.65E+02,2.14,716,62.1,48.2,4955,4.61,0.721
CONFIRMED,CANDIDATE,0,0,0,0,4.64622383,354.58863,0.88,2.5137,4.47E+02,1.82,830,112.18,28.2,4955,4.61,0.721
CONFIRMED,CANDIDATE,0,0,0,0,10.29674097,132.19453,0.298,2.7292,1.01E+03,5.75,1129,384.86,31.3,6068,4.04,1.797
CONFIRMED,CANDIDATE,0,0,0,0,5.93919041,353.75537,0.107,2.285,4.25E+02,3.7,1357,801.92,15.9,6068,4.04,1.797
CONFIRMED,CANDIDATE,0,0,0,0,19.74733983,147.10553,0.595,3.4444,4.81E+02,2.62,754,76.57,47.1,6243,4.406,1.149
CONFIRMED,CANDIDATE,0,0,0,0,30.36044536,148.091546,0.359,6.0134,2.11E+04,10.99,459,10.47,1126.2,4939,4.541,0.765
CONFIRMED,CANDIDATE,0,0,0,0,4.4096675,132.45003,0.814,2.1418,1.33E+02,1.51,1192,476.94,26.4,5836,4.347,1.166
CONFIRMED,CANDIDATE,0,0,0,0,4.16787814,135.28334,0.168,2.2136,1.68E+02,1.07,962,202.48,32.9,5251,4.541,0.847
CANDIDATE,CANDIDATE,0,0,0,0,220.6565125,172.4278591,,7.82,,,,,,,,
CONFIRMED,CANDIDATE,0,0,0,0,11.79161234,134.54064,0.034,3.036,4.15E+02,2.41,857,127.75,20.7,5619,4.264,1.199
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,20.55848388,133.00401,1.334,1.449,6.77E+02,36.9,624,35.76,20.8,5578,4.484,0.936
CONFIRMED,CANDIDATE,0,0,0,0,26.964501,145.34426,0.006,3.792,6.02E+02,2.2,573,25.56,20.1,5754,4.534,0.905
CONFIRMED,CANDIDATE,0,0,0,0,7.76845639,138.06602,0.353,3.689,2.18E+02,1.35,841,118.09,23.6,5447,4.481,0.917
